axis,value,seed,level,success
entangle,0.75,9303,failure,0.6933333333333334
entangle,0.75,9304,global,0.6433333333333333
entangle,0.75,9304,capability,0.7133333333333334
entangle,0.75,9304,family,0.5866666666666667
entangle,0.75,9304,failure,0.66
entangle,0.75,9305,global,0.6933333333333334
entangle,0.75,9305,capability,0.7066666666666667
entangle,0.75,9305,family,0.5933333333333334
entangle,0.75,9305,failure,0.6466666666666666
entangle,0.75,9306,global,0.7433333333333333
entangle,0.75,9306,capability,0.7066666666666667
entangle,0.75,9306,family,0.68
entangle,0.75,9306,failure,0.7
entangle,0.75,9307,global,0.6966666666666667
entangle,0.75,9307,capability,0.7366666666666667
entangle,0.75,9307,family,0.67
entangle,0.75,9307,failure,0.72
entangle,0.75,9308,global,0.6666666666666666
entangle,0.75,9308,capability,0.6766666666666666
entangle,0.75,9308,family,0.6066666666666667
entangle,0.75,9308,failure,0.67
entangle,0.75,9309,global,0.74
entangle,0.75,9309,capability,0.74
entangle,0.75,9309,family,0.6466666666666666
entangle,0.75,9309,failure,0.68
entangle,0.75,9310,global,0.6433333333333333
entangle,0.75,9310,capability,0.6766666666666666
entangle,0.75,9310,family,0.5933333333333334
entangle,0.75,9310,failure,0.65
entangle,1.0,9301,global,0.68
entangle,1.0,9301,capability,0.7033333333333334
entangle,1.0,9301,family,0.6166666666666667
entangle,1.0,9301,failure,0.7
entangle,1.0,9302,global,0.7333333333333333
entangle,1.0,9302,capability,0.6866666666666666
entangle,1.0,9302,family,0.61
entangle,1.0,9302,failure,0.6966666666666667
entangle,1.0,9303,global,0.7066666666666667
entangle,1.0,9303,capability,0.6733333333333333
entangle,1.0,9303,family,0.6066666666666667
entangle,1.0,9303,failure,0.6666666666666666
entangle,1.0,9304,global,0.76
entangle,1.0,9304,capability,0.7366666666666667
entangle,1.0,9304,family,0.6666666666666666
entangle,1.0,9304,failure,0.7233333333333334
entangle,1.0,9305,global,0.67
entangle,1.0,9305,capability,0.7033333333333334
entangle,1.0,9305,family,0.6133333333333333
entangle,1.0,9305,failure,0.6933333333333334
entangle,1.0,9306,global,0.7333333333333333
entangle,1.0,9306,capability,0.72
entangle,1.0,9306,family,0.5966666666666667
entangle,1.0,9306,failure,0.71
entangle,1.0,9307,global,0.74
entangle,1.0,9307,capability,0.7133333333333334
entangle,1.0,9307,family,0.6533333333333333
entangle,1.0,9307,failure,0.7233333333333334
entangle,1.0,9308,global,0.7633333333333333
entangle,1.0,9308,capability,0.7366666666666667
entangle,1.0,9308,family,0.6566666666666666
entangle,1.0,9308,failure,0.74
entangle,1.0,9309,global,0.8166666666666667
entangle,1.0,9309,capability,0.77
entangle,1.0,9309,family,0.6733333333333333
entangle,1.0,9309,failure,0.7766666666666666
entangle,1.0,9310,global,0.7133333333333334
entangle,1.0,9310,capability,0.7033333333333334
entangle,1.0,9310,family,0.62
entangle,1.0,9310,failure,0.71
horizon,2.0,9301,global,0.7
horizon,2.0,9301,capability,0.7066666666666667
horizon,2.0,9301,family,0.6833333333333333
horizon,2.0,9301,failure,0.64
horizon,2.0,9302,global,0.66
horizon,2.0,9302,capability,0.7233333333333334
horizon,2.0,9302,family,0.6766666666666666
horizon,2.0,9302,failure,0.6633333333333333
horizon,2.0,9303,global,0.7166666666666667
horizon,2.0,9303,capability,0.69
horizon,2.0,9303,family,0.7
horizon,2.0,9303,failure,0.68
horizon,2.0,9304,global,0.63
horizon,2.0,9304,capability,0.71
horizon,2.0,9304,family,0.6566666666666666
horizon,2.0,9304,failure,0.6533333333333333
horizon,2.0,9305,global,0.53
horizon,2.0,9305,capability,0.7166666666666667
horizon,2.0,9305,family,0.65
horizon,2.0,9305,failure,0.6466666666666666
horizon,2.0,9306,global,0.6966666666666667
horizon,2.0,9306,capability,0.7033333333333334
horizon,2.0,9306,family,0.6466666666666666
horizon,2.0,9306,failure,0.6566666666666666
horizon,2.0,9307,global,0.6833333333333333
horizon,2.0,9307,capability,0.74
horizon,2.0,9307,family,0.6866666666666666
horizon,2.0,9307,failure,0.6766666666666666
horizon,2.0,9308,global,0.6933333333333334
horizon,2.0,9308,capability,0.7266666666666667
horizon,2.0,9308,family,0.6533333333333333
horizon,2.0,9308,failure,0.67
horizon,2.0,9309,global,0.7
horizon,2.0,9309,capability,0.75
horizon,2.0,9309,family,0.67
horizon,2.0,9309,failure,0.6733333333333333
horizon,2.0,9310,global,0.6366666666666667
horizon,2.0,9310,capability,0.7533333333333333
horizon,2.0,9310,family,0.6566666666666666
horizon,2.0,9310,failure,0.6366666666666667
horizon,4.0,9301,global,0.7033333333333334
horizon,4.0,9301,capability,0.6766666666666666
horizon,4.0,9301,family,0.6566666666666666
horizon,4.0,9301,failure,0.62
horizon,4.0,9302,global,0.6133333333333333
horizon,4.0,9302,capability,0.71
horizon,4.0,9302,family,0.6466666666666666
horizon,4.0,9302,failure,0.65
horizon,4.0,9303,global,0.7333333333333333
horizon,4.0,9303,capability,0.7333333333333333
horizon,4.0,9303,family,0.6866666666666666
horizon,4.0,9303,failure,0.6666666666666666
horizon,4.0,9304,global,0.7
horizon,4.0,9304,capability,0.73
horizon,4.0,9304,family,0.7033333333333334
horizon,4.0,9304,failure,0.69
horizon,4.0,9305,global,0.6833333333333333
horizon,4.0,9305,capability,0.7533333333333333
horizon,4.0,9305,family,0.69
horizon,4.0,9305,failure,0.6866666666666666
horizon,4.0,9306,global,0.58
horizon,4.0,9306,capability,0.71
horizon,4.0,9306,family,0.6166666666666667
horizon,4.0,9306,failure,0.6066666666666667
horizon,4.0,9307,global,0.6233333333333333
horizon,4.0,9307,capability,0.73
horizon,4.0,9307,family,0.7
horizon,4.0,9307,failure,0.69
horizon,4.0,9308,global,0.6433333333333333
horizon,4.0,9308,capability,0.68
horizon,4.0,9308,family,0.62
horizon,4.0,9308,failure,0.6066666666666667
horizon,4.0,9309,global,0.7533333333333333
horizon,4.0,9309,capability,0.7566666666666667
horizon,4.0,9309,family,0.6766666666666666
horizon,4.0,9309,failure,0.6666666666666666
horizon,4.0,9310,global,0.6633333333333333
horizon,4.0,9310,capability,0.69
horizon,4.0,9310,family,0.6666666666666666
horizon,4.0,9310,failure,0.6266666666666667
horizon,8.0,9301,global,0.6233333333333333
horizon,8.0,9301,capability,0.74
horizon,8.0,9301,family,0.69
horizon,8.0,9301,failure,0.65
horizon,8.0,9302,global,0.7066666666666667
horizon,8.0,9302,capability,0.7133333333333334
horizon,8.0,9302,family,0.63
horizon,8.0,9302,failure,0.6366666666666667
horizon,8.0,9303,global,0.6233333333333333
horizon,8.0,9303,capability,0.73
horizon,8.0,9303,family,0.6733333333333333
horizon,8.0,9303,failure,0.6366666666666667
horizon,8.0,9304,global,0.6066666666666667
horizon,8.0,9304,capability,0.69
horizon,8.0,9304,family,0.61
horizon,8.0,9304,failure,0.6166666666666667
horizon,8.0,9305,global,0.7366666666666667
horizon,8.0,9305,capability,0.7166666666666667
horizon,8.0,9305,family,0.65
horizon,8.0,9305,failure,0.5833333333333334
horizon,8.0,9306,global,0.6833333333333333
horizon,8.0,9306,capability,0.7566666666666667
horizon,8.0,9306,family,0.6833333333333333
horizon,8.0,9306,failure,0.68
horizon,8.0,9307,global,0.68
horizon,8.0,9307,capability,0.74
horizon,8.0,9307,family,0.6833333333333333
horizon,8.0,9307,failure,0.67
horizon,8.0,9308,global,0.61
horizon,8.0,9308,capability,0.7366666666666667
horizon,8.0,9308,family,0.69
horizon,8.0,9308,failure,0.6566666666666666
horizon,8.0,9309,global,0.6566666666666666
horizon,8.0,9309,capability,0.7
horizon,8.0,9309,family,0.6733333333333333
horizon,8.0,9309,failure,0.6566666666666666
horizon,8.0,9310,global,0.6533333333333333
horizon,8.0,9310,capability,0.7266666666666667
horizon,8.0,9310,family,0.63
horizon,8.0,9310,failure,0.66
horizon,12.0,9301,global,0.73
horizon,12.0,9301,capability,0.7733333333333333
horizon,12.0,9301,family,0.71
horizon,12.0,9301,failure,0.7066666666666667
horizon,12.0,9302,global,0.65
horizon,12.0,9302,capability,0.7133333333333334
horizon,12.0,9302,family,0.63
horizon,12.0,9302,failure,0.6133333333333333
horizon,12.0,9303,global,0.6533333333333333
horizon,12.0,9303,capability,0.7933333333333333
horizon,12.0,9303,family,0.6566666666666666
horizon,12.0,9303,failure,0.6433333333333333
horizon,12.0,9304,global,0.5966666666666667
horizon,12.0,9304,capability,0.7233333333333334
horizon,12.0,9304,family,0.6133333333333333
horizon,12.0,9304,failure,0.6166666666666667
horizon,12.0,9305,global,0.7366666666666667
horizon,12.0,9305,capability,0.73
horizon,12.0,9305,family,0.6633333333333333
horizon,12.0,9305,failure,0.67
horizon,12.0,9306,global,0.6566666666666666
horizon,12.0,9306,capability,0.7133333333333334
horizon,12.0,9306,family,0.6333333333333333
horizon,12.0,9306,failure,0.6066666666666667
horizon,12.0,9307,global,0.65
horizon,12.0,9307,capability,0.75
horizon,12.0,9307,family,0.67
horizon,12.0,9307,failure,0.6633333333333333
horizon,12.0,9308,global,0.69
horizon,12.0,9308,capability,0.7133333333333334
horizon,12.0,9308,family,0.63
horizon,12.0,9308,failure,0.6066666666666667
horizon,12.0,9309,global,0.7
horizon,12.0,9309,capability,0.7066666666666667
horizon,12.0,9309,family,0.6466666666666666
horizon,12.0,9309,failure,0.63
horizon,12.0,9310,global,0.6366666666666667
horizon,12.0,9310,capability,0.6833333333333333
horizon,12.0,9310,family,0.6333333333333333
horizon,12.0,9310,failure,0.65
horizon,16.0,9301,global,0.7266666666666667
horizon,16.0,9301,capability,0.7466666666666667
horizon,16.0,9301,family,0.7033333333333334
horizon,16.0,9301,failure,0.6866666666666666
horizon,16.0,9302,global,0.65
horizon,16.0,9302,capability,0.7
horizon,16.0,9302,family,0.66
horizon,16.0,9302,failure,0.6433333333333333
horizon,16.0,9303,global,0.64
horizon,16.0,9303,capability,0.7166666666666667
horizon,16.0,9303,family,0.6366666666666667
horizon,16.0,9303,failure,0.6233333333333333
horizon,16.0,9304,global,0.64
horizon,16.0,9304,capability,0.7
horizon,16.0,9304,family,0.62
horizon,16.0,9304,failure,0.6233333333333333
horizon,16.0,9305,global,0.6466666666666666
horizon,16.0,9305,capability,0.7
horizon,16.0,9305,family,0.6666666666666666
horizon,16.0,9305,failure,0.6766666666666666
horizon,16.0,9306,global,0.61
horizon,16.0,9306,capability,0.6233333333333333
horizon,16.0,9306,family,0.5633333333333334
horizon,16.0,9306,failure,0.53
horizon,16.0,9307,global,0.6433333333333333
horizon,16.0,9307,capability,0.6966666666666667
horizon,16.0,9307,family,0.6833333333333333
horizon,16.0,9307,failure,0.6366666666666667
horizon,16.0,9308,global,0.6033333333333334
horizon,16.0,9308,capability,0.6033333333333334
horizon,16.0,9308,family,0.5966666666666667
horizon,16.0,9308,failure,0.58
horizon,16.0,9309,global,0.65
horizon,16.0,9309,capability,0.66
horizon,16.0,9309,family,0.6
horizon,16.0,9309,failure,0.5933333333333334
horizon,16.0,9310,global,0.5833333333333334
horizon,16.0,9310,capability,0.67
horizon,16.0,9310,family,0.6066666666666667
horizon,16.0,9310,failure,0.6133333333333333
transition_noise,0.0,9301,global,0.64
transition_noise,0.0,9301,capability,0.6866666666666666
transition_noise,0.0,9301,family,0.6466666666666666
transition_noise,0.0,9301,failure,0.6433333333333333
transition_noise,0.0,9302,global,0.5833333333333334
transition_noise,0.0,9302,capability,0.7166666666666667
transition_noise,0.0,9302,family,0.6433333333333333
transition_noise,0.0,9302,failure,0.6433333333333333
transition_noise,0.0,9303,global,0.5466666666666666
transition_noise,0.0,9303,capability,0.7233333333333334
transition_noise,0.0,9303,family,0.66
transition_noise,0.0,9303,failure,0.6333333333333333
transition_noise,0.0,9304,global,0.5233333333333333
transition_noise,0.0,9304,capability,0.6866666666666666
transition_noise,0.0,9304,family,0.6433333333333333
transition_noise,0.0,9304,failure,0.6033333333333334
transition_noise,0.0,9305,global,0.5233333333333333
transition_noise,0.0,9305,capability,0.7533333333333333
transition_noise,0.0,9305,family,0.64
transition_noise,0.0,9305,failure,0.6366666666666667
transition_noise,0.0,9306,global,0.6366666666666667
transition_noise,0.0,9306,capability,0.73
transition_noise,0.0,9306,family,0.66
transition_noise,0.0,9306,failure,0.6566666666666666
transition_noise,0.0,9307,global,0.6466666666666666
transition_noise,0.0,9307,capability,0.77
transition_noise,0.0,9307,family,0.7166666666666667
transition_noise,0.0,9307,failure,0.69
transition_noise,0.0,9308,global,0.6
transition_noise,0.0,9308,capability,0.7766666666666666
transition_noise,0.0,9308,family,0.6933333333333334
transition_noise,0.0,9308,failure,0.6833333333333333
transition_noise,0.0,9309,global,0.7
transition_noise,0.0,9309,capability,0.6933333333333334
transition_noise,0.0,9309,family,0.6766666666666666
transition_noise,0.0,9309,failure,0.6633333333333333
transition_noise,0.0,9310,global,0.6466666666666666
transition_noise,0.0,9310,capability,0.7133333333333334
transition_noise,0.0,9310,family,0.64
transition_noise,0.0,9310,failure,0.62
transition_noise,0.1,9301,global,0.63
transition_noise,0.1,9301,capability,0.6933333333333334
transition_noise,0.1,9301,family,0.61
transition_noise,0.1,9301,failure,0.6066666666666667
transition_noise,0.1,9302,global,0.66
transition_noise,0.1,9302,capability,0.7433333333333333
transition_noise,0.1,9302,family,0.62
transition_noise,0.1,9302,failure,0.62
transition_noise,0.1,9303,global,0.6366666666666667
transition_noise,0.1,9303,capability,0.72
transition_noise,0.1,9303,family,0.6766666666666666
transition_noise,0.1,9303,failure,0.6266666666666667
transition_noise,0.1,9304,global,0.6066666666666667
transition_noise,0.1,9304,capability,0.7033333333333334
transition_noise,0.1,9304,family,0.66
transition_noise,0.1,9304,failure,0.6466666666666666
transition_noise,0.1,9305,global,0.6366666666666667
transition_noise,0.1,9305,capability,0.72
transition_noise,0.1,9305,family,0.64
transition_noise,0.1,9305,failure,0.62
transition_noise,0.1,9306,global,0.7133333333333334
transition_noise,0.1,9306,capability,0.7666666666666667
transition_noise,0.1,9306,family,0.6833333333333333
transition_noise,0.1,9306,failure,0.69
transition_noise,0.1,9307,global,0.63
transition_noise,0.1,9307,capability,0.7333333333333333
transition_noise,0.1,9307,family,0.67
transition_noise,0.1,9307,failure,0.68
transition_noise,0.1,9308,global,0.67
transition_noise,0.1,9308,capability,0.7366666666666667
transition_noise,0.1,9308,family,0.64
transition_noise,0.1,9308,failure,0.64
transition_noise,0.1,9309,global,0.63
transition_noise,0.1,9309,capability,0.6933333333333334
transition_noise,0.1,9309,family,0.5966666666666667
transition_noise,0.1,9309,failure,0.64
transition_noise,0.1,9310,global,0.6933333333333334
transition_noise,0.1,9310,capability,0.71
transition_noise,0.1,9310,family,0.6433333333333333
transition_noise,0.1,9310,failure,0.6566666666666666
transition_noise,0.2,9301,global,0.6433333333333333
transition_noise,0.2,9301,capability,0.6933333333333334
transition_noise,0.2,9301,family,0.6733333333333333
transition_noise,0.2,9301,failure,0.64
transition_noise,0.2,9302,global,0.6433333333333333
transition_noise,0.2,9302,capability,0.7033333333333334
transition_noise,0.2,9302,family,0.62
transition_noise,0.2,9302,failure,0.65
transition_noise,0.2,9303,global,0.7
transition_noise,0.2,9303,capability,0.73
transition_noise,0.2,9303,family,0.6666666666666666
transition_noise,0.2,9303,failure,0.65
transition_noise,0.2,9304,global,0.66
transition_noise,0.2,9304,capability,0.7433333333333333
transition_noise,0.2,9304,family,0.66
transition_noise,0.2,9304,failure,0.67
transition_noise,0.2,9305,global,0.6833333333333333
transition_noise,0.2,9305,capability,0.76
transition_noise,0.2,9305,family,0.6833333333333333
transition_noise,0.2,9305,failure,0.65
transition_noise,0.2,9306,global,0.7066666666666667
transition_noise,0.2,9306,capability,0.7166666666666667
transition_noise,0.2,9306,family,0.66
transition_noise,0.2,9306,failure,0.7066666666666667
transition_noise,0.2,9307,global,0.5833333333333334
transition_noise,0.2,9307,capability,0.75
transition_noise,0.2,9307,family,0.6766666666666666
transition_noise,0.2,9307,failure,0.66
transition_noise,0.2,9308,global,0.7033333333333334
transition_noise,0.2,9308,capability,0.7533333333333333
transition_noise,0.2,9308,family,0.6433333333333333
transition_noise,0.2,9308,failure,0.6133333333333333
transition_noise,0.2,9309,global,0.72
transition_noise,0.2,9309,capability,0.71
transition_noise,0.2,9309,family,0.6633333333333333
transition_noise,0.2,9309,failure,0.6766666666666666
transition_noise,0.2,9310,global,0.6
transition_noise,0.2,9310,capability,0.76
transition_noise,0.2,9310,family,0.6966666666666667
transition_noise,0.2,9310,failure,0.6733333333333333
transition_noise,0.3,9301,global,0.6666666666666666
transition_noise,0.3,9301,capability,0.7333333333333333
transition_noise,0.3,9301,family,0.6633333333333333
transition_noise,0.3,9301,failure,0.6766666666666666
transition_noise,0.3,9302,global,0.7266666666666667
transition_noise,0.3,9302,capability,0.71
transition_noise,0.3,9302,family,0.67
transition_noise,0.3,9302,failure,0.6333333333333333
transition_noise,0.3,9303,global,0.7
transition_noise,0.3,9303,capability,0.7066666666666667
transition_noise,0.3,9303,family,0.66
transition_noise,0.3,9303,failure,0.66
transition_noise,0.3,9304,global,0.68
transition_noise,0.3,9304,capability,0.7133333333333334
transition_noise,0.3,9304,family,0.6366666666666667
transition_noise,0.3,9304,failure,0.66
transition_noise,0.3,9305,global,0.6833333333333333
transition_noise,0.3,9305,capability,0.7533333333333333
transition_noise,0.3,9305,family,0.6633333333333333
transition_noise,0.3,9305,failure,0.61
transition_noise,0.3,9306,global,0.75
transition_noise,0.3,9306,capability,0.7
transition_noise,0.3,9306,family,0.6533333333333333
transition_noise,0.3,9306,failure,0.63
transition_noise,0.3,9307,global,0.74
transition_noise,0.3,9307,capability,0.7533333333333333
transition_noise,0.3,9307,family,0.66
transition_noise,0.3,9307,failure,0.67
transition_noise,0.3,9308,global,0.71
transition_noise,0.3,9308,capability,0.77
transition_noise,0.3,9308,family,0.68
transition_noise,0.3,9308,failure,0.6533333333333333
transition_noise,0.3,9309,global,0.6866666666666666
transition_noise,0.3,9309,capability,0.7333333333333333
transition_noise,0.3,9309,family,0.69
transition_noise,0.3,9309,failure,0.6466666666666666
transition_noise,0.3,9310,global,0.7
transition_noise,0.3,9310,capability,0.71
transition_noise,0.3,9310,family,0.6466666666666666
transition_noise,0.3,9310,failure,0.68
transition_noise,0.4,9301,global,0.7033333333333334
transition_noise,0.4,9301,capability,0.74
transition_noise,0.4,9301,family,0.6633333333333333
transition_noise,0.4,9301,failure,0.6533333333333333
transition_noise,0.4,9302,global,0.6866666666666666
transition_noise,0.4,9302,capability,0.7333333333333333
transition_noise,0.4,9302,family,0.69
