noise,budget,transfer,prevalence,level,mean,std,count
0.2,80,0.75,0.75,family,0.7694444444444445,0.019710873103911956,6
0.2,80,0.75,0.75,global,0.6622222222222223,0.05385852523733582,6
0.2,80,0.75,1.0,capability,0.8144444444444444,0.05114974385367241,6
0.2,80,0.75,1.0,failure,0.8261111111111111,0.009981464302878102,6
0.2,80,0.75,1.0,family,0.8283333333333333,0.01486980534879695,6
0.2,80,0.75,1.0,global,0.6288888888888889,0.07060584384585443,6
0.2,80,1.0,0.25,capability,0.7077777777777778,0.029338383403670024,6
0.2,80,1.0,0.25,failure,0.6211111111111111,0.023158071946867587,6
0.2,80,1.0,0.25,family,0.6355555555555555,0.02509242175696933,6
0.2,80,1.0,0.25,global,0.706111111111111,0.04498971075783967,6
0.2,80,1.0,0.5,capability,0.7438888888888888,0.008277591347639633,6
0.2,80,1.0,0.5,failure,0.6827777777777778,0.022451594020783342,6
0.2,80,1.0,0.5,family,0.6883333333333334,0.015456030825826148,6
0.2,80,1.0,0.5,global,0.6783333333333333,0.03937003937005904,6
0.2,80,1.0,0.75,capability,0.7983333333333333,0.023166067138525436,6
0.2,80,1.0,0.75,failure,0.7688888888888888,0.01572918966149898,6
0.2,80,1.0,0.75,family,0.7744444444444444,0.01905158688831362,6
0.2,80,1.0,0.75,global,0.6922222222222222,0.06632132778012301,6
0.2,80,1.0,1.0,capability,0.831111111111111,0.03739677149860024,6
0.2,80,1.0,1.0,failure,0.8305555555555556,0.011238162496435786,6
0.2,80,1.0,1.0,family,0.831111111111111,0.017341878235668177,6
0.2,80,1.0,1.0,global,0.66,0.08602325267042628,6
0.2,160,0.0,0.25,capability,0.7394444444444445,0.027601663932666314,6
0.2,160,0.0,0.25,failure,0.6294444444444444,0.029319441154797468,6
0.2,160,0.0,0.25,family,0.6272222222222222,0.029319441154797395,6
0.2,160,0.0,0.25,global,0.8188888888888889,0.03201851316324954,6
0.2,160,0.0,0.5,capability,0.7799999999999999,0.03565264521898917,6
0.2,160,0.0,0.5,failure,0.6977777777777777,0.0373967714986002,6
0.2,160,0.0,0.5,family,0.7022222222222222,0.02561828051014153,6
0.2,160,0.0,0.5,global,0.8327777777777777,0.036173450464650383,6
0.2,160,0.0,0.75,capability,0.8155555555555556,0.019283460577703696,6
0.2,160,0.0,0.75,failure,0.7577777777777778,0.018459164139817925,6
0.2,160,0.0,0.75,family,0.7583333333333333,0.024198255217175366,6
0.2,160,0.0,0.75,global,0.8294444444444444,0.04841563873454602,6
0.2,160,0.0,1.0,capability,0.8394444444444445,0.02091428715991556,6
0.2,160,0.0,1.0,failure,0.8244444444444444,0.025791184253251855,6
0.2,160,0.0,1.0,family,0.8227777777777777,0.026701366312662102,6
0.2,160,0.0,1.0,global,0.8300000000000001,0.04125799585804214,6
0.2,160,0.25,0.25,capability,0.7288888888888888,0.021256807188565548,6
0.2,160,0.25,0.25,failure,0.6494444444444444,0.033026364328226344,6
0.2,160,0.25,0.25,family,0.6444444444444445,0.02040334032202316,6
0.2,160,0.25,0.25,global,0.8388888888888889,0.026048388021497938,6
0.2,160,0.25,0.5,capability,0.7688888888888888,0.02372684056006962,6
0.2,160,0.25,0.5,failure,0.7194444444444444,0.03963257171495109,6
0.2,160,0.25,0.5,family,0.7172222222222223,0.022252756799668316,6
0.2,160,0.25,0.5,global,0.8450000000000001,0.028421431663056235,6
0.2,160,0.25,0.75,capability,0.8066666666666666,0.02616188916046479,6
0.2,160,0.25,0.75,failure,0.7733333333333334,0.02043961295567449,6
0.2,160,0.25,0.75,family,0.77,0.030983866769659352,6
0.2,160,0.25,0.75,global,0.8411111111111111,0.04080668064404634,6
0.2,160,0.25,1.0,capability,0.8377777777777777,0.022574977954133827,6
0.2,160,0.25,1.0,failure,0.8333333333333334,0.026415483674878625,6
0.2,160,0.25,1.0,family,0.8266666666666667,0.024585451886114405,6
0.2,160,0.25,1.0,global,0.835,0.030018512806451788,6
0.2,160,0.5,0.25,capability,0.7633333333333333,0.03875851160999639,6
0.2,160,0.5,0.25,failure,0.6827777777777778,0.02215266893041873,6
0.2,160,0.5,0.25,family,0.6727777777777778,0.02901468338362234,6
0.2,160,0.5,0.25,global,0.8472222222222223,0.0174377198645372,6
0.2,160,0.5,0.5,capability,0.7955555555555556,0.034426518632954824,6
0.2,160,0.5,0.5,failure,0.7422222222222222,0.02713478019620388,6
0.2,160,0.5,0.5,family,0.7388888888888889,0.02697049141946448,6
0.2,160,0.5,0.5,global,0.8533333333333334,0.01966384160500349,6
0.2,160,0.5,0.75,capability,0.8211111111111111,0.01746955022847425,6
0.2,160,0.5,0.75,failure,0.7916666666666666,0.020628997929021075,6
0.2,160,0.5,0.75,family,0.7794444444444445,0.027762217864225856,6
0.2,160,0.5,0.75,global,0.8505555555555556,0.025246928672759537,6
0.2,160,0.5,1.0,capability,0.8494444444444444,0.01781593128094652,6
0.2,160,0.5,1.0,failure,0.8422222222222223,0.01797117032813841,6
0.2,160,0.5,1.0,family,0.8344444444444444,0.02446463812359617,6
0.2,160,0.5,1.0,global,0.8533333333333334,0.02973961069759395,6
0.2,160,0.75,0.25,capability,0.7822222222222223,0.027782221866723546,6
0.2,160,0.75,0.25,failure,0.7066666666666667,0.030404678002643605,6
0.2,160,0.75,0.25,family,0.6894444444444444,0.021645288598642388,6
0.2,160,0.75,0.25,global,0.8633333333333333,0.01849924923401547,6
0.2,160,0.75,0.5,capability,0.8083333333333332,0.028963578661637943,6
0.2,160,0.75,0.5,failure,0.7594444444444445,0.030362013303663723,6
0.2,160,0.75,0.5,family,0.7494444444444445,0.028395356949619373,6
0.2,160,0.75,0.5,global,0.8638888888888889,0.022844076953377916,6
0.2,160,0.75,0.75,capability,0.8338888888888888,0.02416762450209109,6
0.2,160,0.75,0.75,failure,0.7994444444444445,0.015551586795303314,6
0.2,160,0.75,0.75,family,0.7905555555555556,0.020593058880945165,6
0.2,160,0.75,0.75,global,0.8633333333333333,0.041311822359545766,6
0.2,160,0.75,1.0,capability,0.8561111111111112,0.02102027240194216,6
0.2,160,0.75,1.0,failure,0.8411111111111111,0.01951257903868016,6
0.2,160,0.75,1.0,family,0.8444444444444444,0.02125680718856559,6
0.2,160,0.75,1.0,global,0.8527777777777777,0.029993826525297338,6
0.2,160,1.0,0.25,capability,0.7783333333333333,0.04574081571443849,6
0.2,160,1.0,0.25,failure,0.7044444444444444,0.026970491419464466,6
0.2,160,1.0,0.25,family,0.7066666666666667,0.025385910352879695,6
0.2,160,1.0,0.25,global,0.8616666666666667,0.021369760566432788,6
0.2,160,1.0,0.5,capability,0.8116666666666666,0.02849951266639874,6
0.2,160,1.0,0.5,failure,0.7583333333333333,0.03009245014211299,6
0.2,160,1.0,0.5,family,0.7616666666666667,0.02084333093448466,6
0.2,160,1.0,0.5,global,0.8638888888888889,0.029470638244166302,6
0.2,160,1.0,0.75,capability,0.8377777777777777,0.019167874358086943,6
0.2,160,1.0,0.75,failure,0.7999999999999999,0.0192064803878506,6
0.2,160,1.0,0.75,family,0.805,0.02287647991569801,6
0.2,160,1.0,0.75,global,0.8611111111111112,0.03563186256189298,6
0.2,160,1.0,1.0,capability,0.8561111111111112,0.01971087310391189,6
0.2,160,1.0,1.0,failure,0.8483333333333333,0.016158932858054437,6
0.2,160,1.0,1.0,family,0.8455555555555555,0.026133560089719187,6
0.2,160,1.0,1.0,global,0.8516666666666667,0.028421431663056277,6
0.4,40,0.0,0.25,capability,0.47888888888888886,0.05009620374469139,6
0.4,40,0.0,0.25,failure,0.5083333333333333,0.05188662854938857,6
0.4,40,0.0,0.25,family,0.49111111111111105,0.050184843513938766,6
0.4,40,0.0,0.25,global,0.4511111111111111,0.051366511644441296,6
0.4,40,0.0,0.5,capability,0.5344444444444445,0.05616114381023658,6
0.4,40,0.0,0.5,failure,0.61,0.043101946333985675,6
0.4,40,0.0,0.5,family,0.5638888888888889,0.05470797896982633,6
0.4,40,0.0,0.5,global,0.4566666666666667,0.05120763831912406,6
0.4,40,0.0,0.75,capability,0.5427777777777778,0.04154872195743564,6
0.4,40,0.0,0.75,failure,0.6694444444444444,0.02893799245641283,6
0.4,40,0.0,0.75,family,0.6038888888888889,0.04128043209650397,6
0.4,40,0.0,0.75,global,0.43777777777777777,0.0436484270642733,6
0.4,40,0.0,1.0,capability,0.5750000000000001,0.05049752469181039,6
0.4,40,0.0,1.0,failure,0.7494444444444445,0.03895391389074286,6
0.4,40,0.0,1.0,family,0.6677777777777778,0.04440553852676323,6
0.4,40,0.0,1.0,global,0.44999999999999996,0.04268749491621899,6
0.4,40,0.25,0.25,capability,0.5222222222222223,0.05222458623490862,6
0.4,40,0.25,0.25,failure,0.5061111111111111,0.02954594664184862,6
0.4,40,0.25,0.25,family,0.5077777777777778,0.02647150809343396,6
0.4,40,0.25,0.25,global,0.4811111111111111,0.018459164139817984,6
0.4,40,0.25,0.5,capability,0.5694444444444445,0.07134942705264521,6
0.4,40,0.25,0.5,failure,0.6027777777777777,0.03144071434491459,6
0.4,40,0.25,0.5,family,0.5761111111111111,0.052128757969161374,6
0.4,40,0.25,0.5,global,0.5094444444444445,0.05975567538519451,6
0.4,40,0.25,0.75,capability,0.5733333333333334,0.048396510434350795,6
0.4,40,0.25,0.75,failure,0.65,0.03999999999999995,6
0.4,40,0.25,0.75,family,0.6072222222222222,0.050964766333295455,6
0.4,40,0.25,0.75,global,0.4977777777777777,0.042304014344145054,6
0.4,40,0.25,1.0,capability,0.6105555555555555,0.04720718714897678,6
0.4,40,0.25,1.0,failure,0.7188888888888889,0.033177413111042,6
0.4,40,0.25,1.0,family,0.6694444444444444,0.0376189471567877,6
0.4,40,0.25,1.0,global,0.51,0.043256341860022245,6
0.4,40,0.5,0.25,capability,0.5422222222222222,0.02509242175696933,6
0.4,40,0.5,0.25,failure,0.525,0.03740172307379554,6
0.4,40,0.5,0.25,family,0.5194444444444445,0.04836971810574909,6
0.4,40,0.5,0.25,global,0.48277777777777775,0.053142017971413893,6
0.4,40,0.5,0.5,capability,0.5977777777777779,0.0578759849128257,6
0.4,40,0.5,0.5,failure,0.6155555555555555,0.042565853120216546,6
0.4,40,0.5,0.5,family,0.5655555555555556,0.042304014344145005,6
0.4,40,0.5,0.5,global,0.5122222222222222,0.07085718552652753,6
0.4,40,0.5,0.75,capability,0.6077777777777778,0.05721952528703881,6
0.4,40,0.5,0.75,failure,0.6699999999999999,0.029135697844549585,6
0.4,40,0.5,0.75,family,0.6061111111111112,0.05200071224583439,6
0.4,40,0.5,0.75,global,0.49666666666666665,0.04472135954999579,6
0.4,40,0.5,1.0,capability,0.6238888888888888,0.06734378356749185,6
0.4,40,0.5,1.0,failure,0.7355555555555555,0.040478618041115494,6
0.4,40,0.5,1.0,family,0.6344444444444445,0.06588429813499379,6
0.4,40,0.5,1.0,global,0.4938888888888889,0.06151482808294336,6
0.4,40,0.75,0.25,capability,0.5483333333333333,0.023069941963997677,6
0.4,40,0.75,0.25,failure,0.5361111111111111,0.03647931935687313,6
0.4,40,0.75,0.25,family,0.5388888888888889,0.04261802783208413,6
0.4,40,0.75,0.25,global,0.4844444444444444,0.05260615370284553,6
0.4,40,0.75,0.5,capability,0.58,0.04765617600176407,6
0.4,40,0.75,0.5,failure,0.6316666666666667,0.02588435821108959,6
0.4,40,0.75,0.5,family,0.5883333333333334,0.05282045058497706,6
0.4,40,0.75,0.5,global,0.4811111111111111,0.049291273361819654,6
0.4,40,0.75,0.75,capability,0.5750000000000001,0.034689095308660496,6
0.4,40,0.75,0.75,failure,0.6961111111111111,0.04234339338034877,6
0.4,40,0.75,0.75,family,0.6105555555555555,0.06144253563440545,6
0.4,40,0.75,0.75,global,0.4588888888888889,0.05213941425177808,6
0.4,40,0.75,1.0,capability,0.5927777777777777,0.03434573670238606,6
0.4,40,0.75,1.0,failure,0.7683333333333334,0.04156654637779974,6
0.4,40,0.75,1.0,family,0.6505555555555556,0.077500298685207,6
0.4,40,0.75,1.0,global,0.4527777777777778,0.09036756219073466,6
0.4,40,1.0,0.25,capability,0.5738888888888889,0.026949884903210555,6
0.4,40,1.0,0.25,failure,0.5522222222222223,0.06039376960753,6
0.4,40,1.0,0.25,family,0.5466666666666666,0.04253103442063087,6
0.4,40,1.0,0.25,global,0.5255555555555556,0.04514995590826771,6
0.4,40,1.0,0.5,capability,0.6261111111111112,0.03843705773608857,6
0.4,40,1.0,0.5,failure,0.6516666666666667,0.05698927774395615,6
0.4,40,1.0,0.5,family,0.6033333333333334,0.03765338999051451,6
0.4,40,1.0,0.5,global,0.5361111111111111,0.029395136911980407,6
0.4,40,1.0,0.75,capability,0.6333333333333333,0.03699849846803093,6
0.4,40,1.0,0.75,failure,0.7022222222222222,0.06712067628670906,6
0.4,40,1.0,0.75,family,0.6394444444444445,0.05030646817995419,6
0.4,40,1.0,0.75,global,0.5144444444444445,0.023913424093003777,6
0.4,40,1.0,1.0,capability,0.6649999999999999,0.036316509866572894,6
0.4,40,1.0,1.0,failure,0.7794444444444445,0.08502069464852965,6
0.4,40,1.0,1.0,family,0.6866666666666666,0.06514940095230688,6
0.4,40,1.0,1.0,global,0.5055555555555555,0.04938135800601797,6
0.4,80,0.0,0.25,capability,0.6866666666666666,0.02547329756605707,6
0.4,80,0.0,0.25,failure,0.5944444444444444,0.03103164454170877,6
0.4,80,0.0,0.25,family,0.6027777777777777,0.01913886873083929,6
0.4,80,0.0,0.25,global,0.6211111111111111,0.025444201842608632,6
0.4,80,0.0,0.5,capability,0.7172222222222223,0.02661801116760076,6
0.4,80,0.0,0.5,failure,0.6572222222222223,0.03289151641155895,6
0.4,80,0.0,0.5,family,0.6733333333333333,0.02375803957494062,6
0.4,80,0.0,0.5,global,0.6033333333333334,0.04676180777800045,6
0.4,80,0.0,0.75,capability,0.7694444444444444,0.029919645472250934,6
0.4,80,0.0,0.75,failure,0.7422222222222222,0.011287488977066936,6
0.4,80,0.0,0.75,family,0.7561111111111112,0.01743771986453718,6
0.4,80,0.0,0.75,global,0.6361111111111112,0.06399363394264451,6
0.4,80,0.0,1.0,capability,0.7933333333333333,0.037535168694024665,6
0.4,80,0.0,1.0,failure,0.8155555555555556,0.010036968702787767,6
0.4,80,0.0,1.0,family,0.8166666666666668,0.016465452046971286,6
0.4,80,0.0,1.0,global,0.6161111111111112,0.06770579055054356,6
0.4,80,0.25,0.25,capability,0.6733333333333333,0.029589788028229525,6
0.4,80,0.25,0.25,failure,0.5822222222222222,0.028726036712104674,6
0.4,80,0.25,0.25,family,0.6138888888888888,0.03511357234692825,6
0.4,80,0.25,0.25,global,0.6583333333333333,0.024653149449467445,6
0.4,80,0.25,0.5,capability,0.6905555555555556,0.026618011167600743,6
0.4,80,0.25,0.5,failure,0.6555555555555556,0.03569417423157557,6
0.4,80,0.25,0.5,family,0.6822222222222223,0.024373634814571103,6
0.4,80,0.25,0.5,global,0.6516666666666667,0.03775652997238435,6
0.4,80,0.25,0.75,capability,0.7333333333333334,0.03155242550986462,6
0.4,80,0.25,0.75,failure,0.7466666666666666,0.015634719199411454,6
0.4,80,0.25,0.75,family,0.7561111111111112,0.023609477067639717,6
0.4,80,0.25,0.75,global,0.6699999999999999,0.0605896947600094,6
0.4,80,0.25,1.0,capability,0.7400000000000001,0.03559026084010444,6
0.4,80,0.25,1.0,failure,0.82,0.01115546702045436,6
0.4,80,0.25,1.0,family,0.8205555555555556,0.014363018356052332,6
0.4,80,0.25,1.0,global,0.6627777777777778,0.06409772631317365,6
0.4,80,0.5,0.25,capability,0.6977777777777777,0.0175962959065148,6
0.4,80,0.5,0.25,failure,0.6222222222222222,0.04261802783208411,6
0.4,80,0.5,0.25,family,0.6472222222222223,0.019369697601800233,6
0.4,80,0.5,0.25,global,0.6561111111111111,0.00928957998492378,6
0.4,80,0.5,0.5,capability,0.7177777777777777,0.03304318162422999,6
0.4,80,0.5,0.5,failure,0.6738888888888889,0.027114298537583223,6
0.4,80,0.5,0.5,family,0.686111111111111,0.025070271608391457,6
0.4,80,0.5,0.5,global,0.6222222222222222,0.047030329063827,6
0.4,80,0.5,0.75,capability,0.7727777777777778,0.03761894715678769,6
0.4,80,0.5,0.75,failure,0.7622222222222222,0.020294133434365955,6
0.4,80,0.5,0.75,family,0.7605555555555555,0.02636636465622793,6
0.4,80,0.5,0.75,global,0.6366666666666666,0.05955389715767278,6
0.4,80,0.5,1.0,capability,0.793888888888889,0.06691343218971366,6
0.4,80,0.5,1.0,failure,0.8283333333333333,0.012064640713902572,6
0.4,80,0.5,1.0,family,0.8105555555555556,0.025941529695894264,6
0.4,80,0.5,1.0,global,0.6061111111111112,0.06803321628821117,6
0.4,80,0.75,0.25,capability,0.7166666666666667,0.021602468994692897,6
0.4,80,0.75,0.25,failure,0.6344444444444445,0.02579118425325182,6
0.4,80,0.75,0.25,family,0.6622222222222222,0.020511965794158798,6
0.4,80,0.75,0.25,global,0.6983333333333333,0.03959517366773097,6
0.4,80,0.75,0.5,capability,0.7461111111111111,0.03094200070143182,6
0.4,80,0.75,0.5,failure,0.6872222222222222,0.030215276979749194,6
0.4,80,0.75,0.5,family,0.7111111111111111,0.012412657816683522,6
0.4,80,0.75,0.5,global,0.6883333333333334,0.04026302411780705,6
0.4,80,0.75,0.75,capability,0.785,0.03139355914125629,6
0.4,80,0.75,0.75,failure,0.7722222222222223,0.016420402846143278,6
0.4,80,0.75,0.75,family,0.7794444444444445,0.017051121392469806,6
0.4,80,0.75,0.75,global,0.7077777777777778,0.04707755618441016,6
0.4,80,0.75,1.0,capability,0.8016666666666667,0.03364850995545306,6
0.4,80,0.75,1.0,failure,0.8300000000000001,0.010749676997731387,6
0.4,80,0.75,1.0,family,0.8316666666666667,0.012952906151816978,6
0.4,80,0.75,1.0,global,0.6933333333333334,0.07438637868140466,6
0.4,80,1.0,0.25,capability,0.7377777777777778,0.036676766285827125,6
0.4,80,1.0,0.25,failure,0.6261111111111112,0.028080571905118284,6
0.4,80,1.0,0.25,family,0.6733333333333333,0.017256238807393028,6
0.4,80,1.0,0.25,global,0.7144444444444445,0.024464638123596245,6
0.4,80,1.0,0.5,capability,0.7538888888888889,0.0299196454722509,6
0.4,80,1.0,0.5,failure,0.6927777777777777,0.01625035612145392,6
0.4,80,1.0,0.5,family,0.7166666666666667,0.024944382578492946,6
0.4,80,1.0,0.5,global,0.7138888888888889,0.030798027834887703,6
0.4,80,1.0,0.75,capability,0.8027777777777777,0.017051121392469778,6
0.4,80,1.0,0.75,failure,0.7727777777777778,0.016521590812115034,6
0.4,80,1.0,0.75,family,0.7872222222222223,0.00998146430287808,6
0.4,80,1.0,0.75,global,0.7416666666666667,0.011303883305208729,6
0.4,80,1.0,1.0,capability,0.8233333333333334,0.036024682896283425,6
0.4,80,1.0,1.0,failure,0.8305555555555556,0.014363018356052332,6
0.4,80,1.0,1.0,family,0.8316666666666667,0.011879019787470281,6
0.4,80,1.0,1.0,global,0.721111111111111,0.025618280510141513,6
0.4,160,0.0,0.25,capability,0.7888888888888889,0.011088866622110827,6
0.4,160,0.0,0.25,failure,0.7011111111111111,0.028726036712104663,6
0.4,160,0.0,0.25,family,0.6855555555555556,0.03919561577901662,6
0.4,160,0.0,0.25,global,0.8244444444444444,0.006206328908341778,6
0.4,160,0.0,0.5,capability,0.8188888888888889,0.023538778092205066,6
0.4,160,0.0,0.5,failure,0.755,0.028421431663056284,6
0.4,160,0.0,0.5,family,0.7505555555555556,0.033626488676945454,6
0.4,160,0.0,0.5,global,0.8355555555555556,0.020073937405575483,6
0.4,160,0.0,0.75,capability,0.8355555555555556,0.02956474376811131,6
0.4,160,0.0,0.75,failure,0.7944444444444444,0.012590413754858051,6
0.4,160,0.0,0.75,family,0.7866666666666667,0.011737877907772662,6
0.4,160,0.0,0.75,global,0.8277777777777778,0.05153926945831011,6
0.4,160,0.0,1.0,capability,0.8488888888888889,0.018338383142913542,6
0.4,160,0.0,1.0,failure,0.835,0.025712081034235872,6
0.4,160,0.0,1.0,family,0.835,0.023261795096490553,6
0.4,160,0.0,1.0,global,0.8266666666666667,0.053249934793908965,6
0.4,160,0.25,0.25,capability,0.7944444444444444,0.025531389540169,6
0.4,160,0.25,0.25,failure,0.7183333333333334,0.028732482586013276,6
0.4,160,0.25,0.25,family,0.721111111111111,0.023913424093003743,6
0.4,160,0.25,0.25,global,0.8416666666666667,0.01410279720087079,6
0.4,160,0.25,0.5,capability,0.82,0.020000000000000007,6
0.4,160,0.25,0.5,failure,0.7644444444444445,0.03208784239598584,6
0.4,160,0.25,0.5,family,0.77,0.02319003617456814,6
0.4,160,0.25,0.5,global,0.8555555555555556,0.022277708506403777,6
0.4,160,0.25,0.75,capability,0.8416666666666667,0.01940790217067954,6
0.4,160,0.25,0.75,failure,0.7977777777777778,0.01148267616245671,6
0.4,160,0.25,0.75,family,0.8033333333333333,0.01738453974720705,6
0.4,160,0.25,0.75,global,0.8505555555555556,0.014207457613938265,6
0.4,160,0.25,1.0,capability,0.8505555555555556,0.01597451674340056,6
0.4,160,0.25,1.0,failure,0.8427777777777777,0.024713169378708606,6
0.4,160,0.25,1.0,family,0.8405555555555555,0.020700688841642896,6
0.4,160,0.25,1.0,global,0.8527777777777777,0.031227955187382743,6
0.4,160,0.5,0.25,capability,0.82,0.022607766610417548,6
0.4,160,0.5,0.25,failure,0.7383333333333333,0.030749887081996847,6
0.4,160,0.5,0.25,family,0.725,0.022484562605386733,6
0.4,160,0.5,0.25,global,0.8538888888888888,0.019254629073049995,6
0.4,160,0.5,0.5,capability,0.8333333333333334,0.02624669291337274,6
0.4,160,0.5,0.5,failure,0.79,0.029135697844549554,6
0.4,160,0.5,0.5,family,0.7716666666666666,0.03462497492979437,6
0.4,160,0.5,0.5,global,0.8622222222222223,0.024735639305501107,6
0.4,160,0.5,0.75,capability,0.8466666666666667,0.021081851067789214,6
0.4,160,0.5,0.75,failure,0.8188888888888889,0.016953094331342785,6
0.4,160,0.5,0.75,family,0.8083333333333332,0.018944362984510434,6
0.4,160,0.5,0.75,global,0.8588888888888889,0.02737936503335365,6
0.4,160,0.5,1.0,capability,0.8616666666666667,0.01669996673316716,6
0.4,160,0.5,1.0,failure,0.8488888888888889,0.02296535232491348,6
0.4,160,0.5,1.0,family,0.846111111111111,0.021438974547063356,6
0.4,160,0.5,1.0,global,0.8633333333333333,0.017256238807393055,6
0.4,160,0.75,0.25,capability,0.8188888888888889,0.015444044759016921,6
0.4,160,0.75,0.25,failure,0.7444444444444445,0.01833838314291359,6
0.4,160,0.75,0.25,family,0.7672222222222222,0.03193163994582224,6
0.4,160,0.75,0.25,global,0.8650000000000001,0.01362187782780167,6
0.4,160,0.75,0.5,capability,0.8377777777777777,0.02315807194686762,6
0.4,160,0.75,0.5,failure,0.7894444444444444,0.014516912231626279,6
0.4,160,0.75,0.5,family,0.7983333333333333,0.024832774042918882,6
0.4,160,0.75,0.5,global,0.8683333333333333,0.02041241452319313,6
0.4,160,0.75,0.75,capability,0.8488888888888889,0.02509242175696935,6
0.4,160,0.75,0.75,failure,0.8194444444444445,0.01982329344389983,6
0.4,160,0.75,0.75,family,0.8283333333333333,0.012064640713902567,6
0.4,160,0.75,0.75,global,0.8638888888888889,0.031861970830210466,6
0.4,160,0.75,1.0,capability,0.8616666666666667,0.015740958604156786,6
0.4,160,0.75,1.0,failure,0.8527777777777777,0.018549233786711347,6
0.4,160,0.75,1.0,family,0.855,0.02052099196216183,6
0.4,160,0.75,1.0,global,0.8672222222222222,0.014516912231626284,6
0.4,160,1.0,0.25,capability,0.8361111111111111,0.008004628290812348,6
0.4,160,1.0,0.25,failure,0.7638888888888888,0.03006782456504088,6
0.4,160,1.0,0.25,family,0.765,0.02518818064975008,6
0.4,160,1.0,0.25,global,0.8649999999999999,0.015018507101425084,6
0.4,160,1.0,0.5,capability,0.8566666666666666,0.019206480387850562,6
0.4,160,1.0,0.5,failure,0.8088888888888889,0.013770607453181974,6
0.4,160,1.0,0.5,family,0.811111111111111,0.01869838574930012,6
0.4,160,1.0,0.5,global,0.8605555555555555,0.03295900933426696,6
0.4,160,1.0,0.75,capability,0.8566666666666666,0.02319003617456811,6
0.4,160,1.0,0.75,failure,0.8305555555555556,0.01730981310209991,6
0.4,160,1.0,0.75,family,0.8277777777777778,0.014707015206910453,6
0.4,160,1.0,0.75,global,0.8555555555555556,0.032500712242907785,6
0.4,160,1.0,1.0,capability,0.8711111111111111,0.01784708711578777,6
0.4,160,1.0,1.0,failure,0.8577777777777778,0.018698385749300092,6
0.4,160,1.0,1.0,family,0.8594444444444443,0.020376093472135075,6
0.4,160,1.0,1.0,global,0.85,0.03546516287538769,6
