seed,level,entropy_norm,effective_support_norm,coverage,js_from_global,state_repair,broad_eval
9433,capability,0.4636458869616977,0.05119673626078931,0.06666666666666667,0.5312956645966682,0.6536436267177604,0.575
9433,family,0.27754779016690245,0.018255331703797888,0.043137254901960784,0.7218005500701811,0.5114589801472249,0.4975
9433,failure,0.23024667255291473,0.014046162500495802,0.0392156862745098,0.7790150806339436,0.6867257130658432,0.4825
9434,global,0.5839415021797151,0.0997099520910031,0.13725490196078433,0.0,0.32357200333124847,0.705
9434,capability,0.4866720163722006,0.05816417623395839,0.08235294117647059,0.5795499532853875,0.6210874127661037,0.6525
9434,family,0.2849385549712082,0.01901848424207262,0.047058823529411764,0.6995240764432756,0.543160003867845,0.5375
9434,failure,0.21137753652516741,0.012651684536341063,0.03529411764705882,0.7368004745781619,0.5931490179513828,0.5225
9435,global,0.5789668504519596,0.09699889979198083,0.12549019607843137,0.0,0.237088280814239,0.7375
9435,capability,0.4815202966408688,0.05652723739928407,0.07058823529411765,0.6244736741361054,0.5203488892002444,0.675
9435,family,0.25809807317907363,0.016390160377767346,0.0392156862745098,0.7340970986275428,0.5350112574747978,0.6025
9435,failure,0.22327484627200145,0.013513869116079184,0.0392156862745098,0.7998975513036055,0.48105413984506806,0.5825
9436,global,0.6075265902311657,0.11363103688486147,0.1411764705882353,0.0,0.5637985450944346,0.76
9436,capability,0.46313815178623796,0.051052896969485444,0.06666666666666667,0.4678664896409479,0.6220100110734091,0.7075
9436,family,0.22797554870501824,0.01387050067059225,0.023529411764705882,0.6499832745487805,0.5992619890145021,0.59
9436,failure,0.16264281148166182,0.009657534771030074,0.03137254901960784,0.6322464059155285,0.6029446966527582,0.575
9437,global,0.5983388829000367,0.10799070658561502,0.1411764705882353,0.0,0.5170336506471523,0.765
9437,capability,0.4675334925006951,0.05231159414935536,0.07058823529411765,0.5108815371814227,0.5408926019278748,0.71
9437,family,0.26152108077533864,0.016704012583366786,0.043137254901960784,0.6854492065091786,0.5693878533815144,0.58
9437,failure,0.16545033248098862,0.009808953879689001,0.043137254901960784,0.7055928313422022,0.5805971253506257,0.57
9438,global,0.585249152092711,0.10043507764265436,0.13725490196078433,0.0,0.3054176571592936,0.7375
9438,capability,0.4459810051523419,0.046422767580752006,0.054901960784313725,0.5171993292472546,0.5308142903844684,0.6625
9438,family,0.22733306432785522,0.013821207056314264,0.027450980392156862,0.6670728156039334,0.5424882048580948,0.5625
9438,failure,0.2322601442953766,0.014203755541606007,0.0392156862745098,0.6975407444430821,0.6564604373940917,0.61
9439,global,0.6105709055059735,0.11556417856801796,0.1568627450980392,0.0,0.49658523732160775,0.7725
9439,capability,0.48198169626768733,0.05667194758891109,0.08235294117647059,0.5058200904663085,0.60061279791144,0.6675
9439,family,0.28557835127320425,0.019086029755580127,0.047058823529411764,0.70144380810466,0.5319612991039372,0.5825
9439,failure,0.23204601926918472,0.01418691245043926,0.03137254901960784,0.6077355689488971,0.5885376341852271,0.5675
9440,global,0.5981905008392373,0.10790195051731362,0.13725490196078433,0.0,0.465100952702382,0.7275
9440,capability,0.48586755080523614,0.05790547159412799,0.0784313725490196,0.6628634145286786,0.6009100608579164,0.705
9440,family,0.2504488893199935,0.015709962011231145,0.03529411764705882,0.6949412537940572,0.5803709378222259,0.5875
9440,failure,0.21793682049811744,0.013119990932531321,0.03137254901960784,0.6431737771747842,0.5622161409789819,0.595
