seed,level,support_entropy,coverage,state_repair,heldout,external,target_success,all_skill_gain
9165,family,0.2385607500037791,0.03137254901960784,0.6257976003388115,0.476,0.452,0.828,0.18013543171142646
9165,failure,0.16893056942001203,0.03137254901960784,0.6419852376838235,0.45,0.448,0.826,0.15541979020406982
9166,global,0.5946195391600094,0.13725490196078433,0.3651210753208397,0.736,0.698,0.658,0.3952766060178841
9166,capability,0.4837129438112637,0.07450980392156863,0.6087278302870682,0.664,0.596,0.844,0.3282769731317321
9166,family,0.2739906497280389,0.0392156862745098,0.6033782274107964,0.508,0.472,0.824,0.1866008822639587
9166,failure,0.1507229342782318,0.03137254901960784,0.6515816182029431,0.462,0.414,0.82,0.14688723978383686
9167,global,0.5761682485919286,0.12941176470588237,0.3441918209150655,0.734,0.672,0.622,0.3868121415719689
9167,capability,0.4858709831772305,0.08627450980392157,0.5132237721216368,0.644,0.6,0.81,0.3091822313555553
9167,family,0.255363994835147,0.03529411764705882,0.6405655492899889,0.522,0.48,0.794,0.18910978755064664
9167,failure,0.19894602356367738,0.03529411764705882,0.5878082200286254,0.49,0.428,0.78,0.1658450331382903
9168,global,0.5243294634362208,0.10588235294117647,0.4376556348588873,0.678,0.66,0.734,0.35023718614091337
9168,capability,0.480559923767084,0.07450980392156863,0.5817306490410601,0.638,0.618,0.814,0.31363629831701795
9168,family,0.2743860075630077,0.0392156862745098,0.5832108292131877,0.476,0.488,0.808,0.1888304055440048
9168,failure,0.21228753047402527,0.03137254901960784,0.6085981063780835,0.47,0.482,0.8,0.1775519571250593
9169,global,0.5616030784208388,0.11764705882352941,0.3531657762690198,0.704,0.656,0.704,0.3897640180519443
9169,capability,0.4450050518961351,0.058823529411764705,0.5817325361872326,0.628,0.546,0.844,0.3063323567047719
9169,family,0.25151494097806204,0.03529411764705882,0.5575729962826014,0.5,0.452,0.814,0.1811232919397483
9169,failure,0.20239206522768172,0.0392156862745098,0.5559344252975348,0.478,0.428,0.814,0.16340384403743152
9170,global,0.61346492520908,0.1568627450980392,0.45518839211047957,0.738,0.652,0.746,0.40072696286062004
9170,capability,0.450035931914394,0.06666666666666667,0.5582828715635454,0.61,0.6,0.842,0.3092467378529935
9170,family,0.26678429208487936,0.047058823529411764,0.5996627752101988,0.486,0.426,0.82,0.19100043647131604
9170,failure,0.17027549129545227,0.03137254901960784,0.5711224102690162,0.476,0.412,0.814,0.1304145896084141
9171,global,0.5724060354161763,0.11764705882352941,0.294026975875012,0.718,0.64,0.612,0.3769021789622332
9171,capability,0.4788580727073029,0.07450980392156863,0.5792359578452569,0.64,0.588,0.854,0.32763559375191786
9171,family,0.22052175407676422,0.023529411764705882,0.632960217053453,0.512,0.46,0.836,0.17427658521434344
9171,failure,0.17971287622996185,0.03137254901960784,0.5807434977041332,0.486,0.412,0.83,0.14551488615863667
9172,global,0.5817923592989102,0.12549019607843137,0.36987230025604634,0.748,0.68,0.66,0.390947558746377
9172,capability,0.4807969809211472,0.07450980392156863,0.5714468183365463,0.668,0.618,0.834,0.3027444473484572
9172,family,0.23929639871648442,0.027450980392156862,0.6169588147036499,0.522,0.446,0.814,0.1824495758288715
9172,failure,0.20314640101079712,0.03137254901960784,0.6665020372265762,0.51,0.424,0.814,0.1689978394686313
9173,global,0.5644245200412085,0.12156862745098039,0.4221106354359982,0.746,0.69,0.716,0.3920262638970434
9173,capability,0.4851778259758302,0.07450980392156863,0.5651366197609964,0.642,0.612,0.832,0.3245408974786507
9173,family,0.26382093071463125,0.0392156862745098,0.6283181681155621,0.522,0.496,0.824,0.18118521622628322
9173,failure,0.2457402729763064,0.03529411764705882,0.6159636428110995,0.518,0.494,0.83,0.18989651878989078
9174,global,0.5752912049351889,0.12941176470588237,0.40714926239378435,0.702,0.66,0.742,0.39388515241054545
9174,capability,0.4700283216074958,0.07450980392156863,0.5852104740794473,0.644,0.602,0.828,0.31902965740715244
9174,family,0.26259044731161674,0.043137254901960784,0.5867366490131372,0.498,0.444,0.806,0.18725226030253175
9174,failure,0.22510605931396788,0.03529411764705882,0.5215950179031426,0.526,0.456,0.81,0.16858732066408333
9175,global,0.5924925333888729,0.13725490196078433,0.4981600460426944,0.716,0.67,0.744,0.38111362707457946
9175,capability,0.45676503528136814,0.07450980392156863,0.6035753021946865,0.63,0.572,0.826,0.3238677936819498
9175,family,0.23548467934605719,0.027450980392156862,0.6374496538427146,0.51,0.46,0.814,0.16620928977938632
9175,failure,0.1590142309631872,0.03137254901960784,0.5318758206595451,0.436,0.426,0.808,0.14068824581849457
9176,global,0.597879468705564,0.1411764705882353,0.5917308093620146,0.782,0.656,0.824,0.42728103553818253
9176,capability,0.46480032555116274,0.07450980392156863,0.5426286553992016,0.644,0.616,0.828,0.31882344238386723
9176,family,0.24327014355928384,0.03137254901960784,0.6230420840666139,0.496,0.462,0.814,0.18099146241162678
9176,failure,0.20090715338718745,0.03529411764705882,0.6574479423052655,0.498,0.412,0.818,0.1718579595368713
9177,global,0.5787117991080979,0.13725490196078433,0.41528899657994867,0.736,0.692,0.764,0.3995662107209039
9177,capability,0.4505352298886933,0.06274509803921569,0.582012722312168,0.62,0.596,0.84,0.31756570594071637
9177,family,0.2579686031342522,0.0392156862745098,0.588422343688385,0.496,0.486,0.824,0.17946317654802824
9177,failure,0.1827599978714114,0.03137254901960784,0.5892662070630192,0.478,0.456,0.818,0.15636497767898758
9178,global,0.5904990913226997,0.13333333333333333,0.3677578734671346,0.73,0.656,0.734,0.3880032418609873
9178,capability,0.45682294934425155,0.06274509803921569,0.5597525135105934,0.638,0.552,0.854,0.29533097497696875
9178,family,0.2790603844859924,0.043137254901960784,0.6146941032473974,0.512,0.444,0.844,0.1922875053373689
9178,failure,0.222940352091128,0.03529411764705882,0.5384519443116025,0.518,0.46,0.852,0.164178067797888
9179,global,0.5802275043193349,0.13725490196078433,0.2983167547176926,0.736,0.63,0.592,0.38380026179878146
9179,capability,0.4788781023834112,0.07450980392156863,0.5697714874464946,0.642,0.568,0.828,0.30494326677340433
9179,family,0.2510965337580048,0.03529411764705882,0.6608752762641819,0.524,0.476,0.826,0.18411462705693807
9179,failure,0.21603575407425488,0.0392156862745098,0.5136242974064209,0.522,0.474,0.834,0.16790031307245692
9180,global,0.5828882093771909,0.13725490196078433,0.5466170313372455,0.778,0.73,0.82,0.4147744486227385
9180,capability,0.47166373550736823,0.07450980392156863,0.6657237132092725,0.658,0.636,0.82,0.320644925248071
9180,family,0.25456364783973295,0.0392156862745098,0.6140600967396436,0.528,0.498,0.804,0.1881959259536236
9180,failure,0.20448545319535405,0.03137254901960784,0.6114345061604779,0.522,0.482,0.81,0.16475086558977942
9181,global,0.6041617703461349,0.1450980392156863,0.5685079283958702,0.7,0.666,0.856,0.4146090623539086
9181,capability,0.4933740549055309,0.08627450980392157,0.5761509933976234,0.604,0.632,0.84,0.3242613761022681
9181,family,0.26747887591619374,0.047058823529411764,0.5685079283958702,0.456,0.432,0.81,0.18824971895686
9181,failure,0.2033525428053552,0.03137254901960784,0.6517007046241392,0.464,0.43,0.826,0.17375726983549022
9182,global,0.5624329914783573,0.12549019607843137,0.36381710240781695,0.69,0.626,0.754,0.3538332983727622
9182,capability,0.4540702250760163,0.06274509803921569,0.5635104476554555,0.636,0.552,0.854,0.29050758725833753
9182,family,0.23882515947820906,0.027450980392156862,0.5442506560460808,0.534,0.444,0.844,0.17990672831332455
9182,failure,0.2397506673558582,0.0392156862745098,0.5170963908235309,0.53,0.406,0.836,0.1765785626661316
9183,global,0.6130238336886052,0.14901960784313725,0.3486503227356679,0.744,0.72,0.704,0.41296654508971864
9183,capability,0.46934958234293395,0.07058823529411765,0.6441319702707407,0.668,0.608,0.836,0.3180499397986971
9183,family,0.2535284937027681,0.0392156862745098,0.5847578948634744,0.508,0.46,0.812,0.1828026527947698
9183,failure,0.24948849657671643,0.0392156862745098,0.5894597352094277,0.524,0.482,0.814,0.1851228596933444
9184,global,0.6064862742161344,0.13725490196078433,0.4450965299786478,0.768,0.702,0.786,0.3995775992879723
9184,capability,0.48214299574800457,0.07450980392156863,0.5444841817320561,0.642,0.564,0.856,0.3144970591313784
9184,family,0.25710478289747934,0.03529411764705882,0.590675562636574,0.528,0.448,0.838,0.18130835261655237
9184,failure,0.2084809944083559,0.0392156862745098,0.5802161305930692,0.522,0.43,0.842,0.17070906513069078
9185,global,0.5946919107550693,0.13725490196078433,0.4999486546003634,0.696,0.63,0.804,0.3902290889728251
9185,capability,0.47287603949909374,0.0784313725490196,0.5944956234174812,0.654,0.578,0.822,0.30722417884961767
9185,family,0.2571739179187821,0.0392156862745098,0.5404014647773137,0.476,0.408,0.794,0.1755328042277333
9185,failure,0.19439847378123506,0.03137254901960784,0.6171639808842788,0.494,0.434,0.802,0.16669073644862903
9186,global,0.5892237536521863,0.1411764705882353,0.44872577287604076,0.738,0.68,0.738,0.3963730154979886
9186,capability,0.49896803273225265,0.09019607843137255,0.5631038756023168,0.648,0.602,0.844,0.32183669335840154
9186,family,0.2352362635681978,0.027450980392156862,0.6434646675733239,0.502,0.44,0.824,0.17844968478908535
9186,failure,0.21973276446434478,0.03529411764705882,0.5882866557921145,0.518,0.446,0.826,0.17699826255465342
9187,global,0.5660457378706625,0.12156862745098039,0.467874801899308,0.66,0.694,0.834,0.378442979193831
9187,capability,0.45262949505512945,0.07058823529411765,0.5661958710102073,0.584,0.596,0.85,0.30910524870672834
9187,family,0.2615210807733535,0.043137254901960784,0.5056743272228121,0.464,0.462,0.842,0.1773739974281374
9187,failure,0.17703384850496573,0.03137254901960784,0.5448101910750667,0.438,0.406,0.834,0.1536524288985176
9188,global,0.575471899239193,0.12156862745098039,0.40578373067038215,0.778,0.72,0.784,0.40662603881285164
9188,capability,0.49623645659395055,0.08235294117647059,0.6169497431218273,0.68,0.616,0.864,0.3301210249494239
9188,family,0.271214914509325,0.043137254901960784,0.5870504266217884,0.542,0.502,0.85,0.1884542589243951
9188,failure,0.16900015362529983,0.03137254901960784,0.5765011053795581,0.47,0.46,0.836,0.14158569929260464
9189,global,0.5560613079531523,0.12156862745098039,0.35152444409910183,0.696,0.672,0.642,0.3666462094178784
9189,capability,0.47446233736162435,0.07058823529411765,0.5811883701288935,0.638,0.584,0.83,0.32094710899687146
9189,family,0.25806330160439345,0.043137254901960784,0.6317990022759721,0.512,0.456,0.814,0.18639782750949335
9189,failure,0.19858264951772928,0.03137254901960784,0.6638548911960106,0.518,0.454,0.822,0.17096002161995327
9190,global,0.6052889324500226,0.14901960784313725,0.32061954788032576,0.674,0.674,0.566,0.392075447640013
9190,capability,0.48475119198735134,0.08235294117647059,0.6173194756165705,0.634,0.606,0.794,0.3256171995351112
9190,family,0.29678684813288747,0.047058823529411764,0.6619336472217728,0.484,0.458,0.776,0.20255095149774854
9190,failure,0.24057002321399873,0.0392156862745098,0.6080222287934995,0.496,0.45,0.778,0.19290562789670185
9191,global,0.5911646473052339,0.13333333333333333,0.39774769169787494,0.772,0.756,0.72,0.43540790544800995
9191,capability,0.4843660416608083,0.0784313725490196,0.6102554658568808,0.658,0.578,0.816,0.30332123651300175
9191,family,0.27560944653057007,0.047058823529411764,0.6098709834840483,0.524,0.484,0.802,0.18595048900797262
9191,failure,0.22235945027038911,0.03529411764705882,0.6099094646731047,0.53,0.508,0.804,0.18095983544399752
9192,global,0.56375545974737,0.12549019607843137,0.28483023110144173,0.738,0.64,0.654,0.353795226059457
9192,capability,0.47846925117043987,0.07058823529411765,0.6227846962020058,0.598,0.534,0.796,0.31660257139016934
9192,family,0.25962398525105534,0.043137254901960784,0.5015082597485778,0.472,0.436,0.79,0.1731694883703651
9192,failure,0.21393164423963193,0.0392156862745098,0.5698582463268331,0.484,0.408,0.784,0.16537556595345784
9193,global,0.5747591407224586,0.12549019607843137,0.27767448759152935,0.732,0.654,0.716,0.3772862856070495
9193,capability,0.4870310798099208,0.08235294117647059,0.6340139025313326,0.664,0.582,0.834,0.3261653759051212
9193,family,0.2720056726940531,0.043137254901960784,0.523462332457472,0.54,0.436,0.832,0.18033071359283612
9193,failure,0.2010594412072775,0.03137254901960784,0.6430064915933608,0.52,0.398,0.832,0.16931867679220552
9194,global,0.5724185398487902,0.13725490196078433,0.4463019913173646,0.684,0.67,0.8,0.3833785253457356
9194,capability,0.4936483296256894,0.08627450980392157,0.5694592663357165,0.662,0.582,0.856,0.32824330415926484
9194,family,0.26946431691271394,0.0392156862745098,0.5705060020983622,0.528,0.432,0.84,0.1848768943926097
9194,failure,0.19265511055103704,0.0392156862745098,0.48703322281184314,0.504,0.436,0.842,0.14590005045635984
9195,global,0.541215899025448,0.10980392156862745,0.38826798749659763,0.73,0.712,0.708,0.366276485197343
9195,capability,0.4901830645792525,0.0784313725490196,0.5914701663995148,0.644,0.588,0.842,0.318596931431086
9195,family,0.2618492667927899,0.0392156862745098,0.5945832546898216,0.5,0.47,0.826,0.18282587944678458
9195,failure,0.19246899843294824,0.03137254901960784,0.5801167872025809,0.452,0.432,0.812,0.15024017950180402
9196,global,0.5636828816570534,0.13725490196078433,0.36056001135880555,0.702,0.646,0.718,0.3608031216783964
9196,capability,0.4748384942709633,0.07450980392156863,0.5269278493247591,0.614,0.624,0.85,0.3076662322199647
9196,family,0.258098073177269,0.0392156862745098,0.575297777230979,0.508,0.494,0.838,0.1853238824352539
9196,failure,0.22468226881202522,0.03529411764705882,0.6217533389835455,0.514,0.498,0.846,0.1871590765779122
9197,global,0.5954825932410457,0.13725490196078433,0.40019549899469437,0.744,0.632,0.678,0.4029338903278593
9197,capability,0.5013791042675502,0.08627450980392157,0.66793013429111,0.638,0.526,0.818,0.3393925879342097
9197,family,0.2728539543144121,0.043137254901960784,0.6108531802019312,0.49,0.388,0.8,0.18727551153178595
9197,failure,0.21655833004567626,0.0392156862745098,0.5961567345424821,0.538,0.406,0.808,0.17462331217443577
9198,global,0.558804270071687,0.12549019607843137,0.4836355784884985,0.738,0.692,0.802,0.3857379359052861
9198,capability,0.4639866277328188,0.07058823529411765,0.5884461461279913,0.632,0.602,0.834,0.3206760043919449
9198,family,0.23809422503110356,0.03137254901960784,0.5868558081882663,0.49,0.462,0.82,0.17034527173564515
9198,failure,0.17577854051074107,0.03529411764705882,0.6069698798635081,0.484,0.444,0.822,0.15752066448335156
9199,global,0.585580213889319,0.1450980392156863,0.32738103327347867,0.772,0.702,0.618,0.40520643623463337
9199,capability,0.48052157142347474,0.08235294117647059,0.521723529064851,0.682,0.608,0.828,0.3004290411186472
9199,family,0.23949053021069192,0.03529411764705882,0.6204451465583607,0.51,0.45,0.812,0.18800892321646015
9199,failure,0.2224117921893409,0.03529411764705882,0.5922045460773074,0.536,0.46,0.822,0.18089774464953917
9200,global,0.581134328558607,0.13333333333333333,0.30974833173567057,0.71,0.666,0.68,0.3797492726311279
9200,capability,0.5031505014594179,0.09803921568627451,0.5306899977610978,0.648,0.618,0.814,0.32326217694756554
9200,family,0.2707959023571682,0.03529411764705882,0.6016737687174998,0.504,0.484,0.838,0.1918587344336347
9200,failure,0.15429389595096313,0.03529411764705882,0.5927155767803266,0.424,0.398,0.832,0.13943874558673147
